TABLE_COLUMN_ID,TABLE_OWNER,TABLE_NAME,COLUMN_NAME,COLUMN_NAME_10,UFI,UFI_CREATED
"47549",_DEFAULT,_DEFAULT,STAFF_INITIALS,STFFINITLS,"52363",2013/03/14
"47550",_DEFAULT,_DEFAULT,STAFF_PHONE_NO,STFFPHNENO,"52364",2013/03/14
"47551",_DEFAULT,_DEFAULT,STAFF_SURNAME,STFFSURNAM,"52365",2013/03/14
"47553",_DEFAULT,_DEFAULT,WELL_NUMBER,WELLNUMBER,"52367",2013/03/14
"47554",_DEFAULT,_DEFAULT,AQUIFER_LITHOLOGY,AQUILITHGY,"52368",2013/03/14
"47555",_DEFAULT,_DEFAULT,AVAIL_INT_ML,AVAILINTML,"52369",2013/03/14
"47557",_DEFAULT,_DEFAULT,AVAIL_UP_ML,AVAILUPML,"52371",2013/03/14
"47558",_DEFAULT,_DEFAULT,BE_USE_INT_ML,BEUSEINTML,"52372",2013/03/14
"47559",_DEFAULT,_DEFAULT,BE_USE_UP_ML,BEUSEUPML,"52373",2013/03/14
"47562",_DEFAULT,_DEFAULT,CASING_DIAMETER,CASDIAMETR,"52375",2013/03/14
"47563",_DEFAULT,_DEFAULT,DATE_COMPLETED,DATECOMPLT,"52376",2013/03/14
"47564",_DEFAULT,_DEFAULT,ELEVATION_DATE,ELEVTDATE,"52377",2013/03/14
"47565",_DEFAULT,_DEFAULT,FD_IMP_UP_MEANA,FDIMPUPMNA,"52378",2013/03/14
"47567",_DEFAULT,_DEFAULT,FD_IMP_UP_MEANW,FDIMPUPMNW,"52380",2013/03/14
"47568",_DEFAULT,_DEFAULT,FD_IMP_UP_MEDA,FDIMPUPMDA,"52381",2013/03/14
"47569",_DEFAULT,_DEFAULT,FD_IMP_UP_MEDS,FDIMPUPMDS,"52382",2013/03/14
"47571",_DEFAULT,_DEFAULT,FD_IMP_UP_Q10A,FDIMPQA10A,"52384",2013/03/14
"47572",_DEFAULT,_DEFAULT,FD_IMP_UP_Q10S,FDIMPUQ10S,"52385",2013/03/14
"47573",_DEFAULT,_DEFAULT,FD_IMP_UP_Q10W,FDIMPUQ10W,"52386",2013/03/14
"47575",_DEFAULT,_DEFAULT,FD_IMP_UP_Q90S,FDIMPUQ90S,"52388",2013/03/14
"47576",_DEFAULT,_DEFAULT,FD_IMP_UP_Q90W,FDIMPUQ90W,"52389",2013/03/14
"47577",_DEFAULT,_DEFAULT,FD_USE_INT_ML,FDUSEINTML,"52390",2013/03/14
"47578",_DEFAULT,_DEFAULT,FD_USE_UP_ML,FDUSEUPML,"52391",2013/03/14
"47580",_DEFAULT,_DEFAULT,FD_VOL_UP_ML,FDVOLUPML,"52393",2013/03/14
"47581",_DEFAULT,_DEFAULT,FORMATION_MONITORED,FORMATMONT,"52394",2013/03/14
"47582",_DEFAULT,_DEFAULT,GROUNDWATER_SALINITY,GRNDWTRSAL,"52395",2013/03/14
"47583",_DEFAULT,_DEFAULT,LF_GAUGE1_TEST,LFGUGE1TST,"52396",2013/03/14
"47584",_DEFAULT,_DEFAULT,LITHOLOGICAL_DATA_AVAILABLE,LTHDATAALB,"52397",2013/03/14
"47585",_DEFAULT,_DEFAULT,LOCATION_DATE,LOCATNDATE,"52398",2013/03/14
"47586",_DEFAULT,_DEFAULT,LOCATION_DESC,LOCATNDESC,"52399",2013/03/14
"47587",_DEFAULT,_DEFAULT,LOWER_INTERVAL,LOWERINTVL,"52400",2013/03/14
"47588",_DEFAULT,_DEFAULT,MGA_EASTING,MGAEASTING,"52401",2013/03/14
"47589",_DEFAULT,_DEFAULT,MGA_NORTHING,MGANRTHING,"52402",2013/03/14
"47590",_DEFAULT,_DEFAULT,MONITORING_FREQUENCY,MONTRNGFEQ,"52403",2013/03/14
"47591",_DEFAULT,_DEFAULT,MONITORING_STATUS,MONTRNSTAT,"52404",2013/03/14
"47592",_DEFAULT,_DEFAULT,OS_DAMS_USE_INT_ML,OSDAMINTML,"52405",2013/03/14
"47593",_DEFAULT,_DEFAULT,OS_DAMS_USE_UP_ML,OSDAMSUPML,"52406",2013/03/14
"56031",_DEFAULT,_DEFAULT,BLG_UNIT_TYPE_ABBREVIATION,BLGUNTTPAB,"52407",2013/03/14
"47595",_DEFAULT,_DEFAULT,PD_USE_UP_ML,PDUSEUPML,"52408",2013/03/14
"50098",_DEFAULT,_DEFAULT,TEMP_DEGREES,TEMPDEG,"52409",2013/03/14
"47597",_DEFAULT,_DEFAULT,REACH_LENGTH,REACHLENG,"52410",2013/03/14
"47598",_DEFAULT,_DEFAULT,SDL_INT_MLKM2,SDLINTMKM2,"52411",2013/03/14
"47599",_DEFAULT,_DEFAULT,SITE_STATUS,SITESTATUS,"52412",2013/03/14
"47600",_DEFAULT,_DEFAULT,TOTAL_SCREEN_LENGTH,TTLSCRNLEN,"52413",2013/03/14
"47601",_DEFAULT,_DEFAULT,TOTAL_USE_INT_ML,TTLUSINTML,"52414",2013/03/14
"47602",_DEFAULT,_DEFAULT,TOTAL_USE_INT_ML_KM2,TTLUSIMKM2,"52415",2013/03/14
"56245",_DEFAULT,_DEFAULT,GEOMETRY_UFI,GOMETRYUFI,"52416",2013/03/14
"47604",_DEFAULT,_DEFAULT,TOTAL_USE_ML,TTLUSEML,"52417",2013/03/14
"47605",_DEFAULT,_DEFAULT,TOTAL_USE_UP_ML,TTLUSEUPML,"52418",2013/03/14
"47606",_DEFAULT,_DEFAULT,TOTAL_USE_UP_PROPR_SDL,TTLUUPPSDL,"52419",2013/03/14
"47607",_DEFAULT,_DEFAULT,UNIQUE_CODE,UNIQUECODE,"52420",2013/03/14
"47608",_DEFAULT,_DEFAULT,UPPER_INTERVAL,UPPRINTRVL,"52421",2013/03/14
"47609",_DEFAULT,_DEFAULT,WATER_AUTHORITY,WTRAUTHRTY,"52422",2013/03/14
"47610",_DEFAULT,_DEFAULT,WATER_SFMP_ENTITY,WTRSFMPENT,"52423",2013/03/14
"47611",_DEFAULT,_DEFAULT,WATER_WSPA_AREA,WTRWSPAREA,"52424",2013/03/14
"47612",_DEFAULT,_DEFAULT,ZONE54_EASTING,ZNE54EAST,"52425",2013/03/14
"56246",_DEFAULT,_DEFAULT,VICNAMES_ID,VICNAMESID,"52426",2013/03/14
"47614",_DEFAULT,_DEFAULT,ZONE54_NORTHING,ZN54NORTH,"52427",2013/03/14
"47615",_DEFAULT,_DEFAULT,ZONE55_EASTING,ZN55EASTNG,"52428",2013/03/14
"56247",_DEFAULT,_DEFAULT,VICNAMES_STATUS_CODE,VICNMSTATC,"52429",2013/03/14
"47617",_DEFAULT,_DEFAULT,ZONE55_NORTHING,ZN55NRTHNG,"52430",2013/03/14
"48760",_DEFAULT,_DEFAULT,PLACE_NAME_LABEL,PLACELABEL,"52431",2013/03/14
"48761",_DEFAULT,_DEFAULT,SCALE_USE_CODE,SCALE_USEC,"52432",2013/03/14
"48762",_DEFAULT,_DEFAULT,SURFACE_TYPE_CODE,SURF_TYPEC,"52433",2013/03/14
"56248",_DEFAULT,_DEFAULT,AUTH_ORG_CODE,AUTHORGC,"52434",2013/03/14
"48913",_DEFAULT,_DEFAULT,SURFACE_TYPE,SURF_TYPE,"52435",2013/03/14
"48918",_DEFAULT,_DEFAULT,ADDRESS_CLASS_CODE,ADD_CLASSC,"52437",2013/03/14
"48979",_DEFAULT,_DEFAULT,LOC_PFI_CREATED,LOC_PFI_CR,"52438",2013/03/14
"48980",_DEFAULT,_DEFAULT,LOC_UFI_CREATED,LOC_UFI_CR,"52439",2013/03/14
"48981",_DEFAULT,_DEFAULT,RD_LOC_PFI_CREATED,RDLOCPFICR,"52440",2013/03/14
"56249",_DEFAULT,_DEFAULT,AUTH_ORG_ID,AUTHORGID,"52441",2013/03/14
"48985",_DEFAULT,_DEFAULT,RD_PFI_CREATED,RD_PFI_CR,"52442",2013/03/14
"48986",_DEFAULT,_DEFAULT,RD_LOC_UFI_CREATED,RDLOCUFICR,"52443",2013/03/14
"48987",_DEFAULT,_DEFAULT,RD_UFI_CREATED,RD_UFI_CR,"52444",2013/03/14
"49010",_DEFAULT,_DEFAULT,BASE_PROPNUM,BSPROP_NUM,"52445",2013/03/14
"49011",_DEFAULT,_DEFAULT,BASE_PROP_PFI,BSPROP_PFI,"52446",2013/03/14
"56250",_DEFAULT,_DEFAULT,FEATURE_SUBTYPE,FEATSUBTYP,"52447",2013/03/14
"49089",_DEFAULT,_DEFAULT,PROPERTY_STATUS,PROPSTATUS,"52448",2013/03/14
"49328",_DEFAULT,_DEFAULT,ADD_ADDRESS_TYPE,ADD_TYPE,"52449",2013/03/14
"49329",_DEFAULT,_DEFAULT,ADD_ADD_FEATURE_QUALITY_ID,ADD_FQUID,"52450",2013/03/14
"49330",_DEFAULT,_DEFAULT,ADD_BLG_UNIT_ID_1,BUNIT_ID1,"52451",2013/03/14
"49331",_DEFAULT,_DEFAULT,ADD_BLG_UNIT_ID_2,BUNIT_ID2,"52452",2013/03/14
"49332",_DEFAULT,_DEFAULT,ADD_BLG_UNIT_PREFIX_1,BUNIT_PRE1,"52453",2013/03/14
"49333",_DEFAULT,_DEFAULT,ADD_BLG_UNIT_PREFIX_2,BUNIT_PRE2,"52454",2013/03/14
"50099",_DEFAULT,_DEFAULT,TEMP_GRADIENT,TEMPGRAD,"52455",2013/03/14
"49335",_DEFAULT,_DEFAULT,ADD_BLG_UNIT_SUFFIX_1,BUNIT_SUF1,"52456",2013/03/14
"49336",_DEFAULT,_DEFAULT,ADD_BLG_UNIT_SUFFIX_2,BUNIT_SUF2,"52457",2013/03/14
"49337",_DEFAULT,_DEFAULT,ADD_BLG_UNIT_SUFFIX_2,BUNIT_SUF2,"52458",2013/03/14
"49338",_DEFAULT,_DEFAULT,ADD_BUILDING_NAME,BUILDING,"52459",2013/03/14
"49339",_DEFAULT,_DEFAULT,ADD_COMPLEX_NAME,COMPLEX,"52460",2013/03/14
"49340",_DEFAULT,_DEFAULT,ADD_DISP_NUMBER_1,DISP_NUM1,"52461",2013/03/14
"49341",_DEFAULT,_DEFAULT,ADD_DISP_NUMBER_2,DISP_NUM2,"52462",2013/03/14
"49342",_DEFAULT,_DEFAULT,ADD_DISP_PREFIX_1,DISP_PREF1,"52463",2013/03/14
"49343",_DEFAULT,_DEFAULT,ADD_DISP_PREFIX_2,DISP_PREF2,"52464",2013/03/14
"49344",_DEFAULT,_DEFAULT,ADD_DISP_SUFFIX_1,DISP_SUF1,"52465",2013/03/14
"49345",_DEFAULT,_DEFAULT,ADD_DISP_SUFFIX_2,DISP_SUF2,"52466",2013/03/14
"49346",_DEFAULT,_DEFAULT,ADD_DISTANCE_RELATED_FLAG,DISRELFLG,"52467",2013/03/14
"50100",_DEFAULT,_DEFAULT,TEMP_METHOD,TEMPMETHOD,"52468",2013/03/14
"49348",_DEFAULT,_DEFAULT,ADD_EZI_ADDRESS,EZI_ADD,"52469",2013/03/14
"49349",_DEFAULT,_DEFAULT,ADD_FLOOR_NO_1,FLOOR_NO1,"52470",2013/03/14
"49350",_DEFAULT,_DEFAULT,ADD_FLOOR_NO_2,FLOOR_NO2,"52471",2013/03/14
"49351",_DEFAULT,_DEFAULT,ADD_FLOOR_PREFIX_1,FL_PREF1,"52472",2013/03/14
"49352",_DEFAULT,_DEFAULT,ADD_FLOOR_PREFIX_2,FL_PREF2,"52473",2013/03/14
"49353",_DEFAULT,_DEFAULT,ADD_FLOOR_SUFFIX_1,FL_SUF1,"52474",2013/03/14
"49354",_DEFAULT,_DEFAULT,ADD_FLOOR_SUFFIX_2,FL_SUF2,"52475",2013/03/14
"49355",_DEFAULT,_DEFAULT,ADD_FLOOR_TYPE,FLOOR_TYPE,"52476",2013/03/14
"49356",_DEFAULT,_DEFAULT,ADD_GEO_ADDRESS,GEO_ADD,"52477",2013/03/14
"51409",_DEFAULT,_DEFAULT,ACQCONTRACT,ACQCONTRCT,"52478",2013/03/14
"49358",_DEFAULT,_DEFAULT,ADD_HOUSE_NUMBER_1,HSE_NUM1,"52479",2013/03/14
"49359",_DEFAULT,_DEFAULT,ADD_HOUSE_NUMBER_2,HSE_NUM2,"52480",2013/03/14
"49360",_DEFAULT,_DEFAULT,ADD_HOUSE_PREFIX_1,HSE_PREF1,"52481",2013/03/14
"49361",_DEFAULT,_DEFAULT,ADD_HOUSE_PREFIX_2,HSE_PREF2,"52482",2013/03/14
"49362",_DEFAULT,_DEFAULT,ADD_HOUSE_SUFFIX_1,HSE_SUF1,"52483",2013/03/14
"49363",_DEFAULT,_DEFAULT,ADD_HOUSE_SUFFIX_2,HSE_SUF2,"52484",2013/03/14
"49364",_DEFAULT,_DEFAULT,ADD_IS_PRIMARY,IS_PRIMARY,"52485",2013/03/14
"49365",_DEFAULT,_DEFAULT,ADD_LGA_CODE,LGA_CODE,"52486",2013/03/14
"49366",_DEFAULT,_DEFAULT,ADD_LOCALITY_NAME,LOCALITY,"52487",2013/03/14
"49367",_DEFAULT,_DEFAULT,ADD_LOCATION_DESCRIPTOR,LOC_DESC,"52488",2013/03/14
"49368",_DEFAULT,_DEFAULT,ADD_OUTSIDE_PROPERTY,OUT_PROP,"52489",2013/03/14
"49369",_DEFAULT,_DEFAULT,ADD_POSTCODE,POSTCODE,"52490",2013/03/14
"49370",_DEFAULT,_DEFAULT,ADD_PREMISES_TYPE,PREM_TYPE,"52491",2013/03/14
"49372",_DEFAULT,_DEFAULT,ADD_SIDE_OF_STREET,SIDE_OF_ST,"52493",2013/03/14
"49373",_DEFAULT,_DEFAULT,ADD_STREET_NAME,STREET,"52494",2013/03/14
"49374",_DEFAULT,_DEFAULT,ADD_STREET_SUFFIX,ST_SUFF,"52495",2013/03/14
"49375",_DEFAULT,_DEFAULT,ADD_STREET_TYPE,ST_TYPE,"52496",2013/03/14
"49376",_DEFAULT,_DEFAULT,ADD_UFI_CREATED,UFI_CR,"52497",2013/03/14
"51410",_DEFAULT,_DEFAULT,ALIAS_PEDIN,ALIASPEDIN,"52500",2013/03/14
"51411",_DEFAULT,_DEFAULT,AV_FIELDDATA,AVFIELDDAT,"52501",2013/03/14
"51412",_DEFAULT,_DEFAULT,OUTPUTDATUM,OUTDATUM,"52502",2013/03/14
"51413",_DEFAULT,_DEFAULT,SHOTPOINTNO,SHOTPTNO,"52503",2013/03/14
"51414",_DEFAULT,_DEFAULT,SURVEYNAME3D,SURVEY3D,"52504",2013/03/14
"51415",_DEFAULT,_DEFAULT,TENEMENT_NO,TENEMENTNO,"52505",2013/03/14
"51671",_DEFAULT,_DEFAULT,DPLUSCLS_80,DPLUSCLS80,"52506",2013/03/14
"51672",_DEFAULT,_DEFAULT,DPLUSCLS_GR,DPLUSCLSGR,"52507",2013/03/14
"51673",_DEFAULT,_DEFAULT,FIRE_SEV_API,FIRESEVAPI,"52508",2013/03/14
"51674",_DEFAULT,_DEFAULT,FMA9604_NAME,FMA9604,"52509",2013/03/14
"51675",_DEFAULT,_DEFAULT,FMA9604_NAME,FMA9604,"52510",2013/03/14
"51676",_DEFAULT,_DEFAULT,FMAPRE96_NAME,FMAAPR96,"52511",2013/03/14
"51677",_DEFAULT,_DEFAULT,X_SPP2_COMMON,XSPP2COM,"52512",2013/03/14
"51678",_DEFAULT,_DEFAULT,X_SPP_COMMON,XSPPCOM,"52513",2013/03/14
"52922",_DEFAULT,_DEFAULT,DSE_REGION_CODE,DSEREGIONC,"52514",2013/03/14
"53797",_DEFAULT,_DEFAULT,BORDER_CLASS,BORDER_CLS,"52515",2013/03/14
"53798",_DEFAULT,_DEFAULT,CASA_CATEGORY,CASA_CAT,"52516",2013/03/14
"53799",_DEFAULT,_DEFAULT,EZI_ROAD_NAME,EZI_RDNAME,"52517",2013/03/14
"53800",_DEFAULT,_DEFAULT,LOCALITY_NAME_LABEL,LOC_LABEL,"52518",2013/03/14
"53801",_DEFAULT,_DEFAULT,PUBLIC_LAND_GROUP,PUBLANDGRP,"52519",2013/03/14
"55176",_DEFAULT,_DEFAULT,L500_BASIN_NO,BASIN_NO,"52520",2013/03/14
"55177",_DEFAULT,_DEFAULT,L500_WETEVAL_NO,WETEVAL_NO,"52521",2013/03/14
"55178",_DEFAULT,_DEFAULT,L500_CLIMATE,CLIMATE,"52522",2013/03/14
"55179",_DEFAULT,_DEFAULT,L500_LANDFORM,LANDFORM,"52523",2013/03/14
"55180",_DEFAULT,_DEFAULT,L500_LITHOLOGY,LITHOLOGY,"52524",2013/03/14
"55181",_DEFAULT,_DEFAULT,L500_REGION,REGION,"52525",2013/03/14
"55182",_DEFAULT,_DEFAULT,L500_SALREG_NAME,SALREG_NAM,"52526",2013/03/14
"55183",_DEFAULT,_DEFAULT,L500_SUBSCRIPT,SUBSCRIPT,"52527",2013/03/14
"55363",_DEFAULT,_DEFAULT,POINT_PRECISION,PRECISION,"52529",2013/03/14
"55383",_DEFAULT,_DEFAULT,EZI_ROAD_NAME_LABEL,EZIRDNMLBL,"52530",2013/03/14
"55420",_DEFAULT,_DEFAULT,HIERARCHY_FNAME,HIERCHY_NM,"52531",2013/03/14
"55421",_DEFAULT,_DEFAULT,MAXIMUM_SCALE,MAX_SCALE,"52532",2013/03/14
"55515",_DEFAULT,_DEFAULT,BLG_UNIT_TYPE,BLGUNTTYP,"52534",2013/03/14
"55516",_DEFAULT,_DEFAULT,BLG_UNIT_TYPE_CODE,BLGUNTTYPC,"52535",2013/03/14
"55517",_DEFAULT,_DEFAULT,GEOCODE_FEATURE,GCODEFEAT,"52536",2013/03/14
"55648",_DEFAULT,_DEFAULT,NUM_ADDRESS,NUM_ADD,"52538",2013/03/14
"55649",_DEFAULT,_DEFAULT,NUM_ROAD_ADDRESS,NUM_RD_ADD,"52539",2013/03/14
"55650",_DEFAULT,_DEFAULT,SOURCE_VERIFIED,SRC_VERIF,"52540",2013/03/14
"55653",_DEFAULT,_DEFAULT,FLOOR_TYPE_ABBREVIATION,FLTYPEABB,"52541",2013/03/14
"55752",_DEFAULT,_DEFAULT,ADD_ADDRESS_CLASS,ADD_CLASS,"52543",2013/03/14
"55753",_DEFAULT,_DEFAULT,ADD_BLG_UNIT_TYPE,BLGUNITTYP,"52544",2013/03/14
"55754",_DEFAULT,_DEFAULT,ADD_GEOCODE_FEATURE,GEOCODE_FT,"52545",2013/03/14
"55756",_DEFAULT,_DEFAULT,ADD_MESH_BLOCK,MESH_BLOCK,"52547",2013/03/14
"55757",_DEFAULT,_DEFAULT,ADD_NUM_ADDRESS,NUM_ADD,"52548",2013/03/14
"55758",_DEFAULT,_DEFAULT,ADD_NUM_ROAD_ADDRESS,NUM_RD_ADD,"52549",2013/03/14
"55760",_DEFAULT,_DEFAULT,ADD_ROAD_SUFFIX,RD_SUFFIX,"52551",2013/03/14
"55761",_DEFAULT,_DEFAULT,ADD_ROAD_TYPE,RD_TYPE,"52552",2013/03/14
"55762",_DEFAULT,_DEFAULT,ADD_SOURCE_VERIFIED,SRC_VERIFD,"52553",2013/03/14
"56251",_DEFAULT,_DEFAULT,ROAD_NAME_3,RD_NAME3,"52554",2013/03/14
"56253",_DEFAULT,_DEFAULT,ROAD_NAME_5,RD_NAME5,"52556",2013/03/14
"56254",_DEFAULT,_DEFAULT,ROAD_NAME_6,RD_NAME6,"52557",2013/03/14
"56256",_DEFAULT,_DEFAULT,ROAD_SUFFIX_3,RD_SUF3,"52559",2013/03/14
"56257",_DEFAULT,_DEFAULT,ROAD_SUFFIX_4,RD_SUF4,"52560",2013/03/14
"56258",_DEFAULT,_DEFAULT,ROAD_SUFFIX_5,RD_SUF5,"52561",2013/03/14
"56261",_DEFAULT,_DEFAULT,ROAD_SUFFIX_7,RD_SUF7,"52563",2013/03/14
"56262",_DEFAULT,_DEFAULT,ROAD_TYPE_3,RD_TYPE3,"52564",2013/03/14
"56263",_DEFAULT,_DEFAULT,ROAD_TYPE_4,RD_TYPE4,"52565",2013/03/14
"56265",_DEFAULT,_DEFAULT,ROAD_TYPE_6,RD_TYPE6,"52567",2013/03/14
"56266",_DEFAULT,_DEFAULT,ROAD_TYPE_7,RD_TYPE7,"52568",2013/03/14
"56298",_DEFAULT,_DEFAULT,CREATE_LOAD_SEQ,CRLOADSEQ,"52569",2013/03/14
"56300",_DEFAULT,_DEFAULT,JOB_RETIRED,JOBRETIRED,"52571",2013/03/14
"56301",_DEFAULT,_DEFAULT,SUPERSEDE_LOAD_SEQ,SUPERSDLSQ,"52572",2013/03/14
"56302",_DEFAULT,_DEFAULT,UFI_SUPERSEDED,UFISUPERSD,"52573",2013/03/14
"57612",_DEFAULT,_DEFAULT,REGION_LABEL,REG_LABEL,"52575",2013/03/14
"58036",_DEFAULT,_DEFAULT,ADDRESS_POINT,ADDRESS_PT,"52576",2013/03/14
"58037",_DEFAULT,_DEFAULT,AUTH_ORG_LONGNAME,AUTHORGNAM,"52577",2013/03/14
"58038",_DEFAULT,_DEFAULT,HIERARCHY_FULLNAME,HIER_FNAME,"52578",2013/03/14
"58040",_DEFAULT,_DEFAULT,MEASURING_EQUIPMENT,MEAS_EQUIP,"52580",2013/03/14
"58041",_DEFAULT,_DEFAULT,NUMBER_RELIABILITY,NUM_RELIAB,"52581",2013/03/14
"58042",_DEFAULT,_DEFAULT,VICNAMES_STATUS,VICNAMESST,"52582",2013/03/14
"69706",_DEFAULT,_DEFAULT,COMMENTS2003,COMMNT2003,"52584",2013/03/14
"58675",_DEFAULT,_DEFAULT,CHILD_EXISTS,CHILDEXIST,"52585",2013/03/14
"58676",_DEFAULT,_DEFAULT,FEATURE_STATUS,FEATSTATUS,"52586",2013/03/14
"58678",_DEFAULT,_DEFAULT,PARENT_NAME,PARENTNAME,"52588",2013/03/14
"58681",_DEFAULT,_DEFAULT,X_SECONDARY_CODE,X_SEC_CODE,"52589",2013/03/14
"58682",_DEFAULT,_DEFAULT,X_SECONDARY_DESC,X_SEC_DESC,"52590",2013/03/14
"58684",_DEFAULT,_DEFAULT,SOURCE_DESC,SRC_DESC,"52591",2013/03/14
"58686",_DEFAULT,_DEFAULT,SOURCE_DESCRIPTI,SRC_DESCLM,"52593",2013/03/14
"58687",_DEFAULT,_DEFAULT,LU_DESCRIPTION,LU_DESC,"52594",2013/03/14
"58688",_DEFAULT,_DEFAULT,MULTIPLE_USES,MULT_USES,"52595",2013/03/14
"58690",_DEFAULT,_DEFAULT,X_PRIMARY_DESC,X_PRIM_DSC,"52597",2013/03/14
"65265",_DEFAULT,_DEFAULT,FWD_ASSESSMENT_DATE,FWDASSESSD,"52598",2013/03/14
"65266",_DEFAULT,_DEFAULT,FWD_ASSESSOR_1,FWDASSESS1,"52599",2013/03/14
"68379",_DEFAULT,_DEFAULT,DUAL_STATUS_DC,DUALSTATUS,"52601",2013/03/14
"65269",_DEFAULT,_DEFAULT,FWD_COMMENT,FWDCOMMENT,"52602",2013/03/14
"65270",_DEFAULT,_DEFAULT,FWD_CREATE_DATE_UFI,FWDCRDTUFI,"52603",2013/03/14
"65271",_DEFAULT,_DEFAULT,FWD_GRADIENT_RATING,FWDGRADRT,"52604",2013/03/14
"65273",_DEFAULT,_DEFAULT,FWD_STABILITY_RATING,FWDSTABRT,"52606",2013/03/14
"65612",_DEFAULT,_DEFAULT,STRUCTURE_NAME,STRUCTNAME,"52607",2013/03/14
"68380",_DEFAULT,_DEFAULT,TENURE_TYPE_DC,TENURETYPE,"52608",2013/03/14
"69694",_DEFAULT,_DEFAULT,ANN_DEV_RATE,ANNDEVRATE,"52610",2013/03/14
"69695",_DEFAULT,_DEFAULT,APPROVAL_STATUS,APPROVALST,"52611",2013/03/14
"69696",_DEFAULT,_DEFAULT,BUILDING_PERMIT,BUILDPERMT,"52612",2013/03/14
"69698",_DEFAULT,_DEFAULT,COHORTDESTINATIONAREA,COHORDSTAR,"52614",2013/03/14
"69707",_DEFAULT,_DEFAULT,COMMENTS2004,COMMNT2004,"52615",2013/03/14
"69708",_DEFAULT,_DEFAULT,COMMENTS2005,COMMNT2005,"52616",2013/03/14
"69702",_DEFAULT,_DEFAULT,COHORTDWELLINGYIELD,COHORDWLYD,"52618",2013/03/14
"69703",_DEFAULT,_DEFAULT,COHORTLOTSIZE,COHORLOTSZ,"52619",2013/03/14
"69704",_DEFAULT,_DEFAULT,COHORTORIGINALAREA,COHORORGAR,"52620",2013/03/14
"69705",_DEFAULT,_DEFAULT,COHORTORIGINALDENSITY,COHORORGDY,"52621",2013/03/14
"69710",_DEFAULT,_DEFAULT,COMMENTS2007,COMMNT2007,"52623",2013/03/14
"69711",_DEFAULT,_DEFAULT,COMMENTS2008,COMMNT2008,"52624",2013/03/14
"69712",_DEFAULT,_DEFAULT,COMMENTS_2003,COMMNT2003,"52625",2013/03/14
"69714",_DEFAULT,_DEFAULT,COMMENTS_2005,COMMNT2005,"52627",2013/03/14
"69715",_DEFAULT,_DEFAULT,COMMENTS_2006,COMMNT2006,"52628",2013/03/14
"69716",_DEFAULT,_DEFAULT,COMMENTS_2007,COMMNT2007,"52629",2013/03/14
"69717",_DEFAULT,_DEFAULT,COMMENTS_2008,COMMNT2008,"52630",2013/03/14
"69719",_DEFAULT,_DEFAULT,COMMENTS_2010,COMMNT2010,"52632",2013/03/14
"69720",_DEFAULT,_DEFAULT,CONSTRAINTCLASS,CONSTCLASS,"52633",2013/03/14
"69721",_DEFAULT,_DEFAULT,CONSTRAINTDETAIL,CONSTDETL,"52634",2013/03/14
"69723",_DEFAULT,_DEFAULT,CONSTRAINT_DETAIL,CONSTDETL,"52636",2013/03/14
"69724",_DEFAULT,_DEFAULT,CONTAMINATION,CONTAMINTN,"52637",2013/03/14
"69725",_DEFAULT,_DEFAULT,COUNCIL_PREVIOUS_USE,CNLPREVUSE,"52638",2013/03/14
"69727",_DEFAULT,_DEFAULT,DATA_SOURCE,DATASRC,"52640",2013/03/14
"69728",_DEFAULT,_DEFAULT,DESTINATIONAREA,DESTNAREA,"52641",2013/03/14
"69729",_DEFAULT,_DEFAULT,DESTINATIONDENSITY,DESTNDNSTY,"52642",2013/03/14
"69730",_DEFAULT,_DEFAULT,DEVELOPERNAME,DEVELOPER,"52643",2013/03/14
"69732",_DEFAULT,_DEFAULT,DWELLINGDENSITY,DWELLDNSTY,"52645",2013/03/14
"69733",_DEFAULT,_DEFAULT,GROWTHAREANAME,GROWTHAREA,"52646",2013/03/14
"69734",_DEFAULT,_DEFAULT,INFILL_STATUS,INFILLSTAT,"52647",2013/03/14
"69736",_DEFAULT,_DEFAULT,LOTPRICERANGEHIGH,LOTPRCHIGH,"52649",2013/03/14
"69737",_DEFAULT,_DEFAULT,LOTPRICERANGELOW,LOTPRCLOW,"52650",2013/03/14
"69738",_DEFAULT,_DEFAULT,M2030_REGION,M20303REGN,"52651",2013/03/14
"69740",_DEFAULT,_DEFAULT,METRO_REGIONAL,METROREGNL,"52653",2013/03/14
"69741",_DEFAULT,_DEFAULT,MUNICIPALITY,MUNICPLTY,"52654",2013/03/14
"69742",_DEFAULT,_DEFAULT,NETGAINLOSSHA,NETGNLSHA,"52655",2013/03/14
"69743",_DEFAULT,_DEFAULT,NODE_NAME_DETAILED,NODEDETAIL,"52656",2013/03/14
"69745",_DEFAULT,_DEFAULT,ORIGINALDENSITY,ORIGNLDNTY,"52658",2013/03/14
"69746",_DEFAULT,_DEFAULT,PLANNING_PERMIT,PLANPERMIT,"52659",2013/03/14
"69747",_DEFAULT,_DEFAULT,PREF_DEV_AREA,PREFDEVAR,"52660",2013/03/14
"69749",_DEFAULT,_DEFAULT,PREVIOUS_USE_CODE,PREVUSECD,"52662",2013/03/14
"69750",_DEFAULT,_DEFAULT,PROJECTCODE,PROJCD,"52663",2013/03/14
"69751",_DEFAULT,_DEFAULT,PROJECT_CODE,PROJCD,"52664",2013/03/14
"69752",_DEFAULT,_DEFAULT,PROJECT_END_DATE,PROJENDDT,"52665",2013/03/14
