TOWNSHIP_CODE,TOWNSHIP,STATUS,UFI,UFI_CREATED
5106,BRAYBROOK,ACTIVE,       10013004,2008/02/28
5107,BREAMLEA,ACTIVE,       10013005,2008/02/28
5108,BRIAGOLONG,ACTIVE,       10013006,2008/02/28
5109,BRIDGEWATER,ACTIVE,       10013007,2008/02/28
5110,BRIGHT,ACTIVE,       10013008,2008/02/28
5111,BRIM,ACTIVE,       10013009,2008/02/28
5112,BRITANNIA CREEK,ACTIVE,       10013010,2008/02/28
5113,BROADFORD,ACTIVE,       10013011,2008/02/28
5114,BROADMEADOWS,ACTIVE,       10013012,2008/02/28
5115,BROMLEY,ACTIVE,       10013013,2008/02/28
5117,BROOMFIELD,ACTIVE,       10013014,2008/02/28
5118,BROUGHTON,ACTIVE,       10013015,2008/02/28
5119,BRUARONG,ACTIVE,       10013016,2008/02/28
5121,BUANGOR,ACTIVE,       10013018,2008/02/28
5125,BULLA,ACTIVE,       10013020,2008/02/28
5129,BULN BULN,ACTIVE,       10013022,2008/02/28
5131,BUNDALONG,ACTIVE,       10013023,2008/02/28
5134,BUNINYONG,ACTIVE,       10013025,2008/02/28
5138,BURWOOD,ACTIVE,       10013027,2008/02/28
5142,CALLAWADDA,ACTIVE,       10013029,2008/02/28
5145,CAMPBELLS CREEK,ACTIVE,       10013031,2008/02/28
5148,CANN RIVER,ACTIVE,       10013033,2008/02/28
5150,CARAMUT,ACTIVE,       10013034,2008/02/28
5153,CARGERIE,ACTIVE,       10013036,2008/02/28
5157,CARNGHAM,ACTIVE,       10013038,2008/02/28
5161,CASSILIS,ACTIVE,       10013040,2008/02/28
5164,CASTLE POINT,ACTIVE,       10013042,2008/02/28
5168,CHEPSTOWE,ACTIVE,       10013044,2008/02/28
5172,CHILDERS,ACTIVE,       10013046,2008/02/28
5175,CLARENDON,ACTIVE,       10013048,2008/02/28
5179,COALVILLE,ACTIVE,       10013050,2008/02/28
5181,COBRAM,ACTIVE,       10013051,2008/02/28
5185,COHUNA,ACTIVE,       10013053,2008/02/28
5189,COMOORA,ACTIVE,       10013055,2008/02/28
5192,COONOOER,ACTIVE,       10013057,2008/02/28
5195,CORACK,ACTIVE,       10013059,2008/02/28
5199,COROP,ACTIVE,       10013061,2008/02/28
5202,COWA,ACTIVE,       10013063,2008/02/28
5206,CRAIGIE,ACTIVE,       10013065,2008/02/28
5209,CREEK VIEW,ACTIVE,       10013067,2008/02/28
5213,CROSSOVER,ACTIVE,       10013069,2008/02/28
5217,CULLULLERAINE,ACTIVE,       10013071,2008/02/28
5220,DALHOUSIE,ACTIVE,       10013073,2008/02/28
5224,DARLIMURLA,ACTIVE,       10013075,2008/02/28
5228,DARRAWEIT GUIM,ACTIVE,       10013077,2008/02/28
5232,DAYLESFORD WEST,ACTIVE,       10013079,2008/02/28
5235,DENNINGTON,ACTIVE,       10013081,2008/02/28
5239,DERRINALLUM,ACTIVE,       10013083,2008/02/28
5242,DIAMOND CREEK,ACTIVE,       10013085,2008/02/28
5246,DOLLAR,ACTIVE,       10013087,2008/02/28
5250,DRIK DRIK,ACTIVE,       10013089,2008/02/28
5254,DRYSDALE,ACTIVE,       10013091,2008/02/28
5257,DUNOLLY,ACTIVE,       10013093,2008/02/28
5261,EAST CUNNINGHAME,ACTIVE,       10013095,2008/02/28
5264,ECHUCA WEST,ACTIVE,       10013097,2008/02/28
5268,EGERTON,ACTIVE,       10013099,2008/02/28
5272,ELDORADO,ACTIVE,       10013101,2008/02/28
5275,ELLERSLIE,ACTIVE,       10013103,2008/02/28
5279,ELTHAM,ACTIVE,       10013105,2008/02/28
5283,EPPING,ACTIVE,       10013107,2008/02/28
5287,EUROA,ACTIVE,       10013109,2008/02/28
5291,FERNIHURST,ACTIVE,       10013111,2008/02/28
5295,FORREST,ACTIVE,       10013113,2008/02/28
5297,FOSTERVILLE,ACTIVE,       10013115,2008/02/28
5301,FRANKSTON,ACTIVE,       10013117,2008/02/28
5304,FURNELL,ACTIVE,       10013119,2008/02/28
5308,GARIBALDI,ACTIVE,       10013121,2008/02/28
5312,GELANTIPY,ACTIVE,       10013123,2008/02/28
5313,GELLIBRAND,ACTIVE,       10013124,2008/02/28
5316,GHIN GHIN,ACTIVE,       10013126,2008/02/28
5320,GISBORNE,ACTIVE,       10013128,2008/02/28
5324,GLENLYON,ACTIVE,       10013130,2008/02/28
5325,GLENMAGGIE,ACTIVE,       10013131,2008/02/28
5329,GLEN WILLS,ACTIVE,       10013133,2008/02/28
5332,GOLDSBOROUGH,ACTIVE,       10013135,2008/02/28
5336,GOOROC,ACTIVE,       10013137,2008/02/28
5339,GOROKE,ACTIVE,       10013139,2008/02/28
5343,GOWAR EAST,ACTIVE,       10013141,2008/02/28
5348,GRANTVILLE,ACTIVE,       10013143,2008/02/28
5352,GREENDALE,ACTIVE,       10013145,2008/02/28
5355,GRE GRE,ACTIVE,       10013147,2008/02/28
5358,GRETA WEST,ACTIVE,       10013149,2008/02/28
5362,HADDON,ACTIVE,       10013151,2008/02/28
5363,HAINES,ACTIVE,       10013152,2008/02/28
5367,HARRIETVILLE,ACTIVE,       10013154,2008/02/28
5371,HAWKESDALE,ACTIVE,       10013156,2008/02/28
5373,HEATHCOTE,ACTIVE,       10013158,2008/02/28
5375,HEDLEY,ACTIVE,       10013160,2008/02/28
5377,HEPBURN,ACTIVE,       10013162,2008/02/28
5378,HEXHAM,ACTIVE,       10013163,2008/02/28
5380,HEYWOOD,ACTIVE,       10013165,2008/02/28
5382,HODDLE,ACTIVE,       10013167,2008/02/28
5384,HOMEBUSH,ACTIVE,       10013169,2008/02/28
5386,HORSHAM,ACTIVE,       10013171,2008/02/28
5388,HOWQUA,ACTIVE,       10013173,2008/02/28
5390,IGUANA CREEK,ACTIVE,       10013175,2008/02/28
5392,INVERLEIGH,ACTIVE,       10013177,2008/02/28
5394,IRREWILLIPE,ACTIVE,       10013179,2008/02/28
5395,JAMIESON,ACTIVE,       10013180,2008/02/28
5397,JARROTT,ACTIVE,       10013182,2008/02/28
5399,JERRO,ACTIVE,       10013184,2008/02/28
5400,JOHNSONVILLE,ACTIVE,       10013185,2008/02/28
5402,KALKALLO,ACTIVE,       10013187,2008/02/28
5404,KANIVA,ACTIVE,       10013189,2008/02/28
5406,KARAWINNA,ACTIVE,       10013191,2008/02/28
5408,KARNAK,ACTIVE,       10013193,2008/02/28
5410,KATAMATITE,ACTIVE,       10013195,2008/02/28
5412,KEILOR,ACTIVE,       10013197,2008/02/28
5414,KEWELL,ACTIVE,       10013199,2008/02/28
5416,KIAMAL,ACTIVE,       10013201,2008/02/28
5418,KILCUNDA,ACTIVE,       10013203,2008/02/28
5420,KILMORE,ACTIVE,       10013205,2008/02/28
5422,KINGLAKE EAST,ACTIVE,       10013207,2008/02/28
5423,KINGOWER,ACTIVE,       10013208,2008/02/28
5425,KOETONG,ACTIVE,       10013210,2008/02/28
5427,KOONDROOK,ACTIVE,       10013212,2008/02/28
5429,KOONWARRA,ACTIVE,       10013214,2008/02/28
5431,KOOYOORA,ACTIVE,       10013216,2008/02/28
5432,KOROKUBEAL,ACTIVE,       10013217,2008/02/28
5434,KORUMBURRA,ACTIVE,       10013219,2008/02/28
5436,KULWIN,ACTIVE,       10013221,2008/02/28
5438,KYABRAM,ACTIVE,       10013223,2008/02/28
5440,LAANECOORIE,ACTIVE,       10013225,2008/02/28
5442,LAH,ACTIVE,       10013227,2008/02/28
5444,LAKE BOLAC,ACTIVE,       10013229,2008/02/28
5446,LAKE ROWAN,ACTIVE,       10013231,2008/02/28
5448,LAL LAL,ACTIVE,       10013233,2008/02/28
5449,LAMPLOUGH,ACTIVE,       10013234,2008/02/28
5451,LANDSBOROUGH,ACTIVE,       10013236,2008/02/28
5453,LAUNCHING PLACE,ACTIVE,       10013238,2008/02/28
5455,LAWLOIT,ACTIVE,       10013240,2008/02/28
5459,LEONARDS HILL,ACTIVE,       10013244,2008/02/28
5461,LETHBRIDGE,ACTIVE,       10013246,2008/02/28
5463,LILLIMUR,ACTIVE,       10013248,2008/02/28
5465,LILYDALE,ACTIVE,       10013250,2008/02/28
5467,LINTON,ACTIVE,       10013252,2008/02/28
5469,LITTLE RIVER,ACTIVE,       10013254,2008/02/28
5471,LOCKINGTON,ACTIVE,       10013256,2008/02/28
5473,LOCKWOOD,ACTIVE,       10013258,2008/02/28
5476,LONGWARRY,ACTIVE,       10013261,2008/02/28
5478,LORNE,ACTIVE,       10013263,2008/02/28
5480,LOWER EMU,ACTIVE,       10013265,2008/02/28
5482,LUBECK,ACTIVE,       10013267,2008/02/28
5484,LYONS,ACTIVE,       10013269,2008/02/28
5486,MACARTHUR,ACTIVE,       10013271,2008/02/28
5488,MACKINNONS BRIDGE,ACTIVE,       10013273,2008/02/28
5491,MAINDAMPLE,ACTIVE,       10013276,2008/02/28
5497,MANDURANG,ACTIVE,       10013279,2008/02/28
5498,MANGALORE,ACTIVE,       10013280,2008/02/28
5502,MARIBYRNONG,ACTIVE,       10013282,2008/02/28
5506,MAROONA,ACTIVE,       10013284,2008/02/28
5510,MATHIESONS,ACTIVE,       10013286,2008/02/28
5514,MELBOURNE (CITY),ACTIVE,       10013288,2008/02/28
5522,MERRIJIG,ACTIVE,       10013292,2008/02/28
5525,METCALFE,ACTIVE,       10013294,2008/02/28
5530,MILLTOWN,ACTIVE,       10013296,2008/02/28
5533,MINYIP,ACTIVE,       10013298,2008/02/28
5537,MIRBOO NORTH,ACTIVE,       10013300,2008/02/28
5540,MITTYACK,ACTIVE,       10013302,2008/02/28
5544,MOLIAGUL,ACTIVE,       10013304,2008/02/28
5551,MORNINGTON,ACTIVE,       10013308,2008/02/28
5555,MOSSIFACE,ACTIVE,       10013310,2008/02/28
5559,MUMBANNAR,ACTIVE,       10013312,2008/02/28
5562,MURRABIT,ACTIVE,       10013314,2008/02/28
5565,MURRUNGOWAR,ACTIVE,       10013316,2008/02/28
5569,MYSTIC PARK,ACTIVE,       10013318,2008/02/28
5573,NAPOLEONS,ACTIVE,       10013320,2008/02/28
5580,NATYA,ACTIVE,       10013324,2008/02/28
5584,NELSON,ACTIVE,       10013326,2008/02/28
5587,NEUARPUR,ACTIVE,       10013328,2008/02/28
5591,NEWLYN NORTH,ACTIVE,       10013330,2008/02/28
5595,NHILL,ACTIVE,       10013332,2008/02/28
5597,NI NI,ACTIVE,       10013333,2008/02/28
5600,NOOJEE,ACTIVE,       10013335,2008/02/28
5604,NOWA NOWA,ACTIVE,       10013337,2008/02/28
5610,NURRABIEL,ACTIVE,       10013341,2008/02/28
5614,OAKLEIGH,ACTIVE,       10013343,2008/02/28
5618,ORBOST,ACTIVE,       10013345,2008/02/28
5623,PAKENHAM,ACTIVE,       10013347,2008/02/28
5627,PAYNESVILLE,ACTIVE,       10013349,2008/02/28
5630,PERCYDALE,ACTIVE,       10013351,2008/02/28
5633,PIANGIL,ACTIVE,       10013353,2008/02/28
5639,PIRLTA,ACTIVE,       10013356,2008/02/28
5642,PITFIELD PLAINS,ACTIVE,       10013358,2008/02/28
5646,PORT ALBERT,ACTIVE,       10013360,2008/02/28
5649,PORT FAIRY,ACTIVE,       10013362,2008/02/28
5652,PORT WELSHPOOL,ACTIVE,       10013364,2008/02/28
5654,PRINCETOWN,ACTIVE,       10013365,2008/02/28
5661,QUEENSCLIFF,ACTIVE,       10013369,2008/02/28
5665,RAVENSWOOD,ACTIVE,       10013371,2008/02/28
5668,REDBANK,ACTIVE,       10013373,2008/02/28
5672,REEDY CREEK,ACTIVE,       10013375,2008/02/28
5675,RIDDELL,ACTIVE,       10013377,2008/02/28
5679,ROKEBY,ACTIVE,       10013379,2008/02/28
5683,ROSEDALE,ACTIVE,       10013381,2008/02/28
5690,RUTHERGLEN,ACTIVE,       10013385,2008/02/28
5694,ST LEONARDS,ACTIVE,       10013387,2008/02/28
5696,SALISBURY,ACTIVE,       10013388,2008/02/28
5700,SARSFIELD,ACTIVE,       10013390,2008/02/28
5703,SEA LAKE,ACTIVE,       10013392,2008/02/28
5707,SEBASTOPOL,ACTIVE,       10013394,2008/02/28
5710,SEVILLE,ACTIVE,       10013396,2008/02/28
5718,SKYE,ACTIVE,       10013400,2008/02/28
5720,SMITHS GULLY,ACTIVE,       10013401,2008/02/28
5723,SOUTH BANNOCKBURN,ACTIVE,       10013403,2008/02/28
5728,STANHOPE,ACTIVE,       10013406,2008/02/28
5729,STANLEY,ACTIVE,       10013407,2008/02/28
5733,STOCKYARD HILL,ACTIVE,       10013409,2008/02/28
5737,STRATHALLAN,ACTIVE,       10013411,2008/02/28
5743,SUGGAN BUGGAN,ACTIVE,       10013415,2008/02/28
5744,SUNBURY,ACTIVE,       10013416,2008/02/28
5746,SUTTON GRANGE,ACTIVE,       10013418,2008/02/28
5748,SWANPOOL,ACTIVE,       10013420,2008/02/28
5750,SWIFTS CREEK,ACTIVE,       10013422,2008/02/28
5752,TABBARA,ACTIVE,       10013424,2008/02/28
5754,TAHARA,ACTIVE,       10013426,2008/02/28
5756,TALLANGALLOOK,ACTIVE,       10013428,2008/02/28
5758,TALLANGATTA VALLEY,ACTIVE,       10013430,2008/02/28
5761,TAMBOON SOUTH,ACTIVE,       10013433,2008/02/28
5763,TARILTA,ACTIVE,       10013435,2008/02/28
5765,TARNAGULLA,ACTIVE,       10013437,2008/02/28
5767,TARRAVILLE,ACTIVE,       10013439,2008/02/28
5769,TARWIN,ACTIVE,       10013441,2008/02/28
5771,TATONG,ACTIVE,       10013443,2008/02/28
5772,TATONGA,ACTIVE,       10013444,2008/02/28
5776,TEMPLESTOWE,ACTIVE,       10013448,2008/02/28
5777,TEMPY,ACTIVE,       10013449,2008/02/28
5778,TERANG,ACTIVE,       10013450,2008/02/28
5779,TERRICK TERRICK,ACTIVE,       10013451,2008/02/28
5780,TERRICK TERRICK SOUTH,ACTIVE,       10013452,2008/02/28
5781,THE GAP,ACTIVE,       10013453,2008/02/28
5782,THOONA,ACTIVE,       10013454,2008/02/28
5783,TIMBOON,ACTIVE,       10013455,2008/02/28
5785,TOLMIE,ACTIVE,       10013457,2008/02/28
5786,TONGALA,ACTIVE,       10013458,2008/02/28
5787,TONGIO-MUNJIE,ACTIVE,       10013459,2008/02/28
5788,TONGIO WEST,ACTIVE,       10013460,2008/02/28
5789,TOOLAMBA,ACTIVE,       10013461,2008/02/28
5790,TOOLANGI,ACTIVE,       10013462,2008/02/28
5792,TOOLLEEN,ACTIVE,       10013464,2008/02/28
5793,TOOLONDO,ACTIVE,       10013465,2008/02/28
5794,TOOMBON,ACTIVE,       10013466,2008/02/28
5795,TOONGABBIE,ACTIVE,       10013467,2008/02/28
5796,TORQUAY,ACTIVE,       10013468,2008/02/28
5797,TORRITA,ACTIVE,       10013469,2008/02/28
5798,TOWANINNY,ACTIVE,       10013470,2008/02/28
5799,TOWONG,ACTIVE,       10013471,2008/02/28
5801,TRARALGON,ACTIVE,       10013473,2008/02/28
5802,TRENTHAM,ACTIVE,       10013474,2008/02/28
5803,TRINITA,RESCINDED,       10013475,2008/02/28
5804,TUNGAMAH,ACTIVE,       10013476,2008/02/28
5805,TUNSTALS,ACTIVE,       10013477,2008/02/28
5806,TUTYE,ACTIVE,       10013478,2008/02/28
5807,TYAAK,ACTIVE,       10013479,2008/02/28
5808,TYERS,ACTIVE,       10013480,2008/02/28
5810,TYNONG,ACTIVE,       10013482,2008/02/28
5811,TYRENDARRA,ACTIVE,       10013483,2008/02/28
5812,UNDERBOOL,ACTIVE,       10013484,2008/02/28
5813,VAUGHAN,ACTIVE,       10013485,2008/02/28
5814,VENTNOR,ACTIVE,       10013486,2008/02/28
5815,VIOLET TOWN,ACTIVE,       10013487,2008/02/28
5816,WAAIA,ACTIVE,       10013488,2008/02/28
5817,WAANYARRA,ACTIVE,       10013489,2008/02/28
5818,WAIL,ACTIVE,       10013490,2008/02/28
5819,WALHALLA,ACTIVE,       10013491,2008/02/28
5820,WALKERVILLE,ACTIVE,       10013492,2008/02/28
5821,WALLACE,ACTIVE,       10013493,2008/02/28
5822,WALLAN,ACTIVE,       10013494,2008/02/28
5823,WALMER,ACTIVE,       10013495,2008/02/28
5824,WALPEUP,ACTIVE,       10013496,2008/02/28
5825,WAL WAL,ACTIVE,       10013497,2008/02/28
5826,WANDILIGONG,ACTIVE,       10013498,2008/02/28
5827,WANDIN YALLOCK,ACTIVE,       10013499,2008/02/28
5828,WANDO VALE,ACTIVE,       10013500,2008/02/28
5829,WANGARATTA,ACTIVE,       10013501,2008/02/28
5830,WANNON,ACTIVE,       10013502,2008/02/28
5831,WARBURTON,ACTIVE,       10013503,2008/02/28
5832,WAREEK,ACTIVE,       10013504,2008/02/28
5833,WARNEET,ACTIVE,       10013505,2008/02/28
5834,WARRACKNABEAL,ACTIVE,       10013506,2008/02/28
5835,WARRAGUL,ACTIVE,       10013507,2008/02/28
5836,WARRAK,ACTIVE,       10013508,2008/02/28
5837,WARRANDYTE,ACTIVE,       10013509,2008/02/28
5838,WARRANDYTE NORTH,ACTIVE,       10013510,2008/02/28
5839,WARRAYURE,ACTIVE,       10013511,2008/02/28
5840,WARRENHEIP,ACTIVE,       10013512,2008/02/28
5841,WARRNAMBOOL,ACTIVE,       10013513,2008/02/28
5842,WATCHEM,ACTIVE,       10013514,2008/02/28
5843,WAUBRA,ACTIVE,       10013515,2008/02/28
5844,WAYGARA,ACTIVE,       10013516,2008/02/28
5845,WEDDERBURN,ACTIVE,       10013517,2008/02/28
5846,WEHLA,ACTIVE,       10013518,2008/02/28
5847,WERRIBEE,ACTIVE,       10013519,2008/02/28
5848,WERRIMULL,ACTIVE,       10013520,2008/02/28
5849,WESBURN,ACTIVE,       10013521,2008/02/28
5850,WESTBURY,ACTIVE,       10013522,2008/02/28
5851,WESTMERE,ACTIVE,       10013523,2008/02/28
5852,WHARPARILLA NORTH,ACTIVE,       10013524,2008/02/28
5853,WHISKEY CREEK,ACTIVE,       10013525,2008/02/28
5854,WHITE HILLS,ACTIVE,       10013526,2008/02/28
5855,WHITTLESEA,ACTIVE,       10013527,2008/02/28
5856,WHOROULY,ACTIVE,       10013528,2008/02/28
5857,WHROO,ACTIVE,       10013529,2008/02/28
5858,WICKLIFFE,ACTIVE,       10013530,2008/02/28
5859,WILBY,ACTIVE,       10013531,2008/02/28
5860,WILLENABRINA,ACTIVE,       10013532,2008/02/28
5861,WILLIAMSTOWN,ACTIVE,       10013533,2008/02/28
5862,WILLOW GROVE,ACTIVE,       10013534,2008/02/28
5863,WILLUNG,ACTIVE,       10013535,2008/02/28
5864,WINCHELSEA,ACTIVE,       10013536,2008/02/28
5865,WINGEEL,ACTIVE,       10013537,2008/02/28
5866,WINSLOW,ACTIVE,       10013538,2008/02/28
5867,WINTON,ACTIVE,       10013539,2008/02/28
5868,WINYAR,ACTIVE,       10013540,2008/02/28
5869,WODONGA,ACTIVE,       10013541,2008/02/28
5870,WOMBELANO,ACTIVE,       10013542,2008/02/28
5871,WONTHAGGI,ACTIVE,       10013543,2008/02/28
5872,WONWONDAH EAST,ACTIVE,       10013544,2008/02/28
5873,WONWONDAH NORTH,ACTIVE,       10013545,2008/02/28
5874,WOODEND,ACTIVE,       10013546,2008/02/28
5875,WOODFORD,ACTIVE,       10013547,2008/02/28
5876,WOODSIDE,ACTIVE,       10013548,2008/02/28
5877,WOODSIDE NORTH,ACTIVE,       10013549,2008/02/28
5878,WOODS POINT,ACTIVE,       10013550,2008/02/28
5879,WOOD WOOD,ACTIVE,       10013551,2008/02/28
5880,WOOLAMAI,ACTIVE,       10013552,2008/02/28
5881,WOOLSTHORPE,ACTIVE,       10013553,2008/02/28
5882,WOOMELANG,ACTIVE,       10013554,2008/02/28
5883,WOORINEN SOUTH,ACTIVE,       10013555,2008/02/28
5884,WOORNDOO,ACTIVE,       10013556,2008/02/28
5885,WOOROONOOK,ACTIVE,       10013557,2008/02/28
5886,WUNGHNU,ACTIVE,       10013558,2008/02/28
5887,WURDI BOLUC,ACTIVE,       10013559,2008/02/28
5888,WURRUK,ACTIVE,       10013560,2008/02/28
5889,WYCHEPROOF,ACTIVE,       10013561,2008/02/28
5890,WYELANGTA,ACTIVE,       10013562,2008/02/28
5891,WYUNA,ACTIVE,       10013563,2008/02/28
5892,YAAPEET,ACTIVE,       10013564,2008/02/28
5893,YACKANDANDAH,ACTIVE,       10013565,2008/02/28
5895,YANAC SOUTH,ACTIVE,       10013567,2008/02/28
5897,YARCK,ACTIVE,       10013569,2008/02/28
5899,YARRA JUNCTION,ACTIVE,       10013571,2008/02/28
5901,YARRAWONGA,ACTIVE,       10013573,2008/02/28
5903,YATPOOL,ACTIVE,       10013575,2008/02/28
5906,YELTA,ACTIVE,       10013578,2008/02/28
5907,YENDON,ACTIVE,       10013579,2008/02/28
5909,YUPPECKIAR,ACTIVE,       10013581,2008/02/28
2042A,"RAYMOND ISLAND, AT : PARISH OF BAIRNSDALE",ACTIVE,       10013583,2008/02/28
2209A,"HAWTHORN, AT : PARISH OF BOROONDARA",ACTIVE,       10013584,2008/02/28
2287A,"SCOTCHMANS, AT : PARISH OF BUNINYONG",ACTIVE,       10013585,2008/02/28
2478B,"FOOTSCRAY, CITY OF : AT YARRAVILLE : PARISH OF CUT-PAW-PAW",ACTIVE,       10013587,2008/02/28
2478C,"WEST FOOTSCRAY, AT : PARISH OF CUT-PAW-PAW",ACTIVE,       10013588,2008/02/28
2478D,"YARRAVILLE, AT : PARISH OF CUT-PAW-PAW",ACTIVE,       10013589,2008/02/28
2541B,"ESSENDON, CITY OF : PARISH OF DOUTTA GALLA",ACTIVE,       10013591,2008/02/28
2541C,"HAWSTEAD, AT : PARISH OF DOUTTA GALLA",ACTIVE,       10013592,2008/02/28
2796A,"BRUNSWICK, CITY OF : PARISH OF JIKA JIKA",ACTIVE,       10013593,2008/02/28
2796B,"CARLTON, AT : PARISH OF JIKA JIKA",ACTIVE,       10013594,2008/02/28
2796D,"NORTHCOTE, CITY OF : PARISH OF JIKA JIKA",ACTIVE,       10013596,2008/02/28
2796E,"NORTH FITZROY, AT : PARISH OF JIKA JIKA",ACTIVE,       10013597,2008/02/28
2796F,"NORTH MELBOURNE, AT : PARISH OF JIKA JIKA",ACTIVE,       10013598,2008/02/28
2796G,"PARKVILLE, AT : PARISH OF JIKA JIKA",ACTIVE,       10013599,2008/02/28
2796H,"RICHMOND, CITY OF : PARISH OF JIKA JIKA",ACTIVE,       10013600,2008/02/28
2796K,"ROYAL PARK, WEST OF : PARISH OF JIKA JIKA",ACTIVE,       10013602,2008/02/28
2850A,"KATANDRA WEST, AT: PARISH OF KATANDRA",ACTIVE,       10013603,2008/02/28
3084A,"ELWOOD, AT : PARISH OF MELBOURNE SOUTH",ACTIVE,       10013604,2008/02/28
3084C,"SAINT KILDA, AT : PARISH OF MELBOURNE SOUTH",ACTIVE,       10013606,2008/02/28
3084D,"SOUTH MELBOURNE, CITY OF : PARISH OF MELBOURNE SOUTH",ACTIVE,       10013607,2008/02/28
3084E,"SOUTH YARRA, AT : PARISH OF MELBOURNE SOUTH",ACTIVE,       10013608,2008/02/28
3102A,"RED CLIFFS, AT : PARISH OF MILDURA",ACTIVE,       10013609,2008/02/28
3301A,"EAGLEHAWK, AT : PARISH OF NERRING",ACTIVE,       10013611,2008/02/28
3337A,"BOX HILL, AT : PARISH OF NUNAWADING",ACTIVE,       10013612,2008/02/28
3380A,"QUEENSCLIFF, AT : PARISH OF PAYWIT",ACTIVE,       10013613,2008/02/28
3416A,"CAULFIELD, AT : PARISH OF PRAHRAN",ACTIVE,       10013615,2008/02/28
3416B,"ELSTERNWICK, EAST OF : PARISH OF PRAHRAN",ACTIVE,       10013616,2008/02/28
3416C,"ELWOOD, AT : PARISH OF PRAHRAN",ACTIVE,       10013617,2008/02/28
3416D,"ELSTERNWICK, AT : PARISH OF PRAHRAN",ACTIVE,       10013618,2008/02/28
3473A,"BENDIGO, AT : PARISH OF SANDHURST",ACTIVE,       10013620,2008/02/28
3473B,"EAGLEHAWK, AT : PARISH OF SANDHURST",ACTIVE,       10013621,2008/02/28
5514A,"EAST MELBOURNE, AT : CITY OF MELBOURNE",ACTIVE,       10013623,2008/02/28
5514D,"CITY OF MELBOURNE, PARISH OF MELBOURNE SOUTH",ACTIVE,       10013624,2008/02/28
5122,BUCHAN,ACTIVE,       10013625,2008/02/28
5126,BULLARTO,ACTIVE,       10013627,2008/02/28
5130,BUNBARTHA,ACTIVE,       10013629,2008/02/28
5132,BUNG BONG,ACTIVE,       10013630,2008/02/28
5139,BUSHFIELD,ACTIVE,       10013633,2008/02/28
5141,BYADUK NORTH,ACTIVE,       10013634,2008/02/28
5147,CAMPERDOWN,ACTIVE,       10013636,2008/02/28
5151,CARAPOOEE,ACTIVE,       10013638,2008/02/28
5156,CARLYLE,ACTIVE,       10013640,2008/02/28
5160,CASHEL,ACTIVE,       10013642,2008/02/28
5162,CASTERTON,ACTIVE,       10013643,2008/02/28
5167,CHATSWORTH,ACTIVE,       10013645,2008/02/28
5171,CHETWYND,ACTIVE,       10013647,2008/02/28
5176,CLEAR LAKE,ACTIVE,       10013649,2008/02/28
5180,COBDEN,ACTIVE,       10013651,2008/02/28
5184,COCKATOO,ACTIVE,       10013653,2008/02/28
5188,COLERAINE,ACTIVE,       10013655,2008/02/28
5193,COOPERS CREEK,ACTIVE,       10013657,2008/02/28
5198,CORINELLA,ACTIVE,       10013659,2008/02/28
5203,COWANGIE,ACTIVE,       10013661,2008/02/28
5205,COWWARR,ACTIVE,       10013662,2008/02/28
5210,CRESSY,ACTIVE,       10013664,2008/02/28
5214,CROWLANDS,ACTIVE,       10013666,2008/02/28
5218,CUNNINGHAME,ACTIVE,       10013668,2008/02/28
5223,DARGO,ACTIVE,       10013670,2008/02/28
5227,DARNUM,ACTIVE,       10013672,2008/02/28
5231,DAYLESFORD,ACTIVE,       10013674,2008/02/28
5234,DEDERANG,ACTIVE,       10013675,2008/02/28
5238,DERGHOLM,ACTIVE,       10013677,2008/02/28
5243,DIAPUR,ACTIVE,       10013679,2008/02/28
5247,DONALD,ACTIVE,       10013681,2008/02/28
5251,DROMANA,ACTIVE,       10013683,2008/02/28
5256,DUNKELD,ACTIVE,       10013685,2008/02/28
5259,DURHAM LEAD,ACTIVE,       10013687,2008/02/28
5265,EDDINGTON,ACTIVE,       10013689,2008/02/28
5267,EDI,ACTIVE,       10013690,2008/02/28
5271,ELAINE NORTH,ACTIVE,       10013692,2008/02/28
5277,ELMORE,ACTIVE,       10013694,2008/02/28
5281,EMU,ACTIVE,       10013696,2008/02/28
5282,ENSAY,ACTIVE,       10013697,2008/02/28
5286,EURACK,ACTIVE,       10013699,2008/02/28
5290,FERNBANK,ACTIVE,       10013701,2008/02/28
5294,FLYNNS CREEK UPPER,ACTIVE,       10013703,2008/02/28
5300,FRANKLINFORD,ACTIVE,       10013705,2008/02/28
5305,FYANSFORD,ACTIVE,       10013707,2008/02/28
5309,GARVOC,ACTIVE,       10013709,2008/02/28
5314,GERANGAMETE,ACTIVE,       10013711,2008/02/28
5317,GIFFARD,ACTIVE,       10013712,2008/02/28
5321,GLANVILLE,ACTIVE,       10013714,2008/02/28
5326,GLENORCHY,ACTIVE,       10013716,2008/02/28
5331,GOLDEN LAKE,ACTIVE,       10013718,2008/02/28
5335,GOORNONG,ACTIVE,       10013720,2008/02/28
5340,GOSCHEN,ACTIVE,       10013722,2008/02/28
5344,GOYURA,ACTIVE,       10013724,2008/02/28
5347,GRANTON,ACTIVE,       10013726,2008/02/28
5351,GREAT WESTERN,ACTIVE,       10013728,2008/02/28
5357,GRETA,ACTIVE,       10013730,2008/02/28
5361,GUNYAH GUNYAH,ACTIVE,       10013732,2008/02/28
5364,HAMILTON,ACTIVE,       10013733,2008/02/28
5368,HARROW,ACTIVE,       10013735,2008/02/28
