PARISH_TOWN_ID,PARISH_TOWN_CODE,PARISH_TOWN,PARISH_TOWN_DISPLAY,UFI,UFI_CREATED
  1127,2719,GRANTON,PARISH OF GRANTON,       10010598,2008/02/28
  1130,2720,GRANYA,PARISH OF GRANYA,       10010601,2008/02/28
  1133,5350,GRAYTOWN (T),TOWNSHIP OF GRAYTOWN,       10010604,2008/02/28
  1136,5351,GREAT WESTERN (T),TOWNSHIP OF GREAT WESTERN,       10010607,2008/02/28
  1141,2723,GREENHILLS,PARISH OF GREENHILLS,       10010612,2008/02/28
  1144,2726,GRETA,PARISH OF GRETA,       10010615,2008/02/28
  1147,2727,GRINGEGALGONA,PARISH OF GRINGEGALGONA,       10010618,2008/02/28
  1151,5359,GUILDFORD (T),TOWNSHIP OF GUILDFORD,       10010622,2008/02/28
  1155,2733,GUNBOWER WEST,PARISH OF GUNBOWER WEST,       10010626,2008/02/28
  1159,5361,GUNYAH GUNYAH (T),TOWNSHIP OF GUNYAH GUNYAH,       10010630,2008/02/28
  1163,2740,HADDON,PARISH OF HADDON,       10010634,2008/02/28
  1166,5364,HAMILTON (T),TOWNSHIP OF HAMILTON,       10010637,2008/02/28
  1169,5365,HAPPY VALLEY (T),TOWNSHIP OF HAPPY VALLEY,       10010640,2008/02/28
  1174,2745,HARROW,PARISH OF HARROW,       10010645,2008/02/28
  1177,5370,HATTAH (T),TOWNSHIP OF HATTAH,       10010648,2008/02/28
  1180,2747,HAWKESTONE,PARISH OF HAWKESTONE,       10010651,2008/02/28
  1183,2748,HAYANMI,PARISH OF HAYANMI,       10010654,2008/02/28
  1187,5373,HEATHCOTE (T),TOWNSHIP OF HEATHCOTE,       10010658,2008/02/28
  1190,5376,HEIDELBERG (T),TOWNSHIP OF HEIDELBERG,       10010661,2008/02/28
  1194,2753,HESSE,PARISH OF HESSE,       10010665,2008/02/28
  1197,2755,HEXHAM WEST,PARISH OF HEXHAM WEST,       10010668,2008/02/28
  1201,2757,HILGAY,PARISH OF HILGAY,       10010672,2008/02/28
  1204,5381,HINNO-MUNJIE (T),TOWNSHIP OF HINNO-MUNJIE,       10010675,2008/02/28
  1208,2762,HOLEY PLAINS,PARISH OF HOLEY PLAINS,       10010679,2008/02/28
  1212,5385,HOPETOUN (T),TOWNSHIP OF HOPETOUN,       10010683,2008/02/28
  1215,2765,HOTHAM,PARISH OF HOTHAM,       10010686,2008/02/28
  1218,2767,HOWITT PLAINS,PARISH OF HOWITT PLAINS,       10010689,2008/02/28
  1222,2770,HUNTLY,PARISH OF HUNTLY,       10010693,2008/02/28
  1225,2771,ILLAWARRA,PARISH OF ILLAWARRA,       10010696,2008/02/28
  1228,2774,INGLEWOOD,PARISH OF INGLEWOOD,       10010699,2008/02/28
  1232,2775,IRREWARRA,PARISH OF IRREWARRA,       10010703,2008/02/28
  1235,2777,JALLAKIN,PARISH OF JALLAKIN,       10010706,2008/02/28
  1238,5396,JAM JERRUP (T),TOWNSHIP OF JAM JERRUP,       10010709,2008/02/28
  1242,2781,JANCOURT,PARISH OF JANCOURT,       10010713,2008/02/28
  1246,5397,JARROTT (T),TOWNSHIP OF JARROTT,       10010717,2008/02/28
  1249,2787,JEETHO,PARISH OF JEETHO,       10010720,2008/02/28
  1252,2790,JELLALABAD,PARISH OF JELLALABAD,       10010723,2008/02/28
  1255,2793,JEPARIT,PARISH OF JEPARIT,       10010726,2008/02/28
  1259,2796,JIKA JIKA,PARISH OF JIKA JIKA,       10010730,2008/02/28
  1262,2799,JILWAIN,PARISH OF JILWAIN,       10010733,2008/02/28
  1265,2802,JINGALLALA,PARISH OF JINGALLALA,       10010736,2008/02/28
  1268,2805,JIRRAH,PARISH OF JIRRAH,       10010739,2008/02/28
  1271,2807,JOOP,PARISH OF JOOP,       10010742,2008/02/28
  1274,2810,JUMBUNNA EAST,PARISH OF JUMBUNNA EAST,       10010745,2008/02/28
  1278,2814,KAARIMBA,PARISH OF KAARIMBA,       10010749,2008/02/28
  1281,2817,KALADBRO,PARISH OF KALADBRO,       10010752,2008/02/28
  1284,2821,KALK KALK,PARISH OF KALK KALK,       10010755,2008/02/28
  1288,2822,KALLERY,PARISH OF KALLERY,       10010759,2008/02/28
  1291,2825,KAMAROOKA,PARISH OF KAMAROOKA,       10010762,2008/02/28
  1294,2828,KANCOBIN,PARISH OF KANCOBIN,       10010765,2008/02/28
  1297,2830,KANGDERAAR,PARISH OF KANGDERAAR,       10010768,2008/02/28
  1301,5404,KANIVA (T),TOWNSHIP OF KANIVA,       10010772,2008/02/28
  1304,2836,KARABEAL,PARISH OF KARABEAL,       10010775,2008/02/28
  1307,2838,KARAWAH,PARISH OF KARAWAH,       10010778,2008/02/28
  1311,2840,KARIAH,PARISH OF KARIAH,       10010782,2008/02/28
  1313,2842,KARNAK,PARISH OF KARNAK,       10010784,2008/02/28
  1316,2844,KARRABUMET,PARISH OF KARRABUMET,       10010787,2008/02/28
  1320,5409,KARWEEN (T),TOWNSHIP OF KARWEEN,       10010791,2008/02/28
  1323,5410,KATAMATITE (T),TOWNSHIP OF KATAMATITE,       10010794,2008/02/28
  1327,2851,KATTYOONG,PARISH OF KATTYOONG,       10010798,2008/02/28
  1374,2886,KIORA,PARISH OF KIORA,       10010845,2008/02/28
  1377,5424,KIRKSTALL (T),TOWNSHIP OF KIRKSTALL,       10010848,2008/02/28
  1381,2892,KNOWSLEY,PARISH OF KNOWSLEY,       10010852,2008/02/28
  1384,2895,KOETONG,PARISH OF KOETONG,       10010855,2008/02/28
  1387,2897,KOLEYA,PARISH OF KOLEYA,       10010858,2008/02/28
  1390,2900,KONGBOOL,PARISH OF KONGBOOL,       10010861,2008/02/28
  1393,2903,KONONG WOOTONG,PARISH OF KONONG WOOTONG,       10010864,2008/02/28
  1398,2906,KOOLOMERT,PARISH OF KOOLOMERT,       10010869,2008/02/28
  1401,2908,KOONDA,PARISH OF KOONDA,       10010872,2008/02/28
  1404,2909,KOONIKA,PARISH OF KOONIKA,       10010875,2008/02/28
  1407,2911,KOORAGAN,PARISH OF KOORAGAN,       10010878,2008/02/28
  1410,2914,KOORKAB,PARISH OF KOORKAB,       10010881,2008/02/28
  1413,2917,KOOROOMAN,PARISH OF KOOROOMAN,       10010884,2008/02/28
  1417,5431,KOOYOORA (T),TOWNSHIP OF KOOYOORA,       10010888,2008/02/28
  1420,2924,KORO-GANEIT,PARISH OF KORO-GANEIT,       10010891,2008/02/28
  1424,5433,KORONG VALE (T),TOWNSHIP OF KORONG VALE,       10010895,2008/02/28
  1428,5434,KORUMBURRA (T),TOWNSHIP OF KORUMBURRA,       10010899,2008/02/28
  1432,2933,KOUT NARIN,PARISH OF KOUT NARIN,       10010903,2008/02/28
  1435,5435,KOYUGA (T),TOWNSHIP OF KOYUGA,       10010906,2008/02/28
  1439,2939,KULKYNE,PARISH OF KULKYNE,       10010910,2008/02/28
  1442,2941,KUNAT KUNAT,PARISH OF KUNAT KUNAT,       10010913,2008/02/28
  1445,2944,KURNWILL,PARISH OF KURNWILL,       10010916,2008/02/28
  1449,2947,KURUC-A-RUC,PARISH OF KURUC-A-RUC,       10010920,2008/02/28
  1452,2949,KYABRAM EAST,PARISH OF KYABRAM EAST,       10010923,2008/02/28
  1456,2951,LAANECOORIE,PARISH OF LAANECOORIE,       10010927,2008/02/28
  1460,2953,LACEBY,PARISH OF LACEBY,       10010931,2008/02/28
  1463,2955,LAH-ARUM,PARISH OF LAH-ARUM,       10010934,2008/02/28
  1466,5445,LAKE CHARM (T),TOWNSHIP OF LAKE CHARM,       10010937,2008/02/28
  1470,2959,LAL LAL,PARISH OF LAL LAL,       10010941,2008/02/28
  1473,2958,LALKALDARNO,PARISH OF LALKALDARNO,       10010944,2008/02/28
  1477,2962,LANCEFIELD,PARISH OF LANCEFIELD,       10010948,2008/02/28
  1480,5451,LANDSBOROUGH (T),TOWNSHIP OF LANDSBOROUGH,       10010951,2008/02/28
  1484,2964,LANGI-GHIRAN,PARISH OF LANGI-GHIRAN,       10010955,2008/02/28
  1488,2971,LANGULAC,PARISH OF LANGULAC,       10010959,2008/02/28
  1491,2974,LARA,PARISH OF LARA,       10010962,2008/02/28
  1494,2976,LARUNDEL,PARISH OF LARUNDEL,       10010965,2008/02/28
  1497,2979,LAURISTON,PARISH OF LAURISTON,       10010968,2008/02/28
  1500,2981,LAWLOIT,PARISH OF LAWLOIT,       10010971,2008/02/28
  1503,2982,LAZARINI,PARISH OF LAZARINI,       10010974,2008/02/28
  1507,2985,LEEOR,PARISH OF LEEOR,       10010978,2008/02/28
  1509,5458,LEICHARDT (T),TOWNSHIP OF LEICHARDT,       10010980,2008/02/28
  1513,5461,LETHBRIDGE (T),TOWNSHIP OF LETHBRIDGE,       10010984,2008/02/28
  1517,2990,LIANIDUCK,PARISH OF LIANIDUCK,       10010988,2008/02/28
  1521,2994,LILLICUR,PARISH OF LILLICUR,       10010992,2008/02/28
  1524,5464,LILLIMUR SOUTH (T),TOWNSHIP OF LILLIMUR SOUTH,       10010995,2008/02/28
  1528,2998,LIMA,PARISH OF LIMA,       10010999,2008/02/28
  1531,3000,LINTON,PARISH OF LINTON,       10011002,2008/02/28
  1534,3002,LISMORE,PARISH OF LISMORE,       10011005,2008/02/28
  1537,5469,LITTLE RIVER (T),TOWNSHIP OF LITTLE RIVER,       10011008,2008/02/28
  1541,5471,LOCKINGTON (T),TOWNSHIP OF LOCKINGTON,       10011012,2008/02/28
  1545,3007,LODDON,PARISH OF LODDON,       10011016,2008/02/28
  1548,5474,LONGERENONG (T),TOWNSHIP OF LONGERENONG,       10011019,2008/02/28
  1552,5476,LONGWARRY (T),TOWNSHIP OF LONGWARRY,       10011023,2008/02/28
  1556,3014,LOONGELAAT,PARISH OF LOONGELAAT,       10011027,2008/02/28
  1559,3016,LORQUON,PARISH OF LORQUON,       10011030,2008/02/28
  1562,5480,LOWER EMU (T),TOWNSHIP OF LOWER EMU,       10011033,2008/02/28
  1566,3019,LOYOLA,PARISH OF LOYOLA,       10011037,2008/02/28
  1569,3021,LUDRIK-MUNJIE,PARISH OF LUDRIK-MUNJIE,       10011040,2008/02/28
  1573,3025,LYNDHURST,PARISH OF LYNDHURST,       10011044,2008/02/28
  1576,3026,MACARTHUR,PARISH OF MACARTHUR,       10011047,2008/02/28
  1580,5488,MACKINNONS BRIDGE (T),TOWNSHIP OF MACKINNONS BRIDGE,       10011051,2008/02/28
  1585,3030,MAGDALA,PARISH OF MAGDALA,       10011056,2008/02/28
  1588,3033,MAGORRA,PARISH OF MAGORRA,       10011059,2008/02/28
  1591,3036,MAHRONG,PARISH OF MAHRONG,       10011062,2008/02/28
  1594,3038,MAINTONGOON,PARISH OF MAINTONGOON,       10011065,2008/02/28
  1598,3041,MALANGANEE,PARISH OF MALANGANEE,       10011069,2008/02/28
  1601,3043,MALKARA,PARISH OF MALKARA,       10011072,2008/02/28
  1604,3045,MALLANBOOL,PARISH OF MALLANBOOL,       10011075,2008/02/28
  1608,3048,MAMENGOROOCK,PARISH OF MAMENGOROOCK,       10011079,2008/02/28
  1611,3050,MANANGO,PARISH OF MANANGO,       10011082,2008/02/28
  1615,3053,MANGALORE,PARISH OF MANGALORE,       10011086,2008/02/28
  1618,5499,MANORINA (T),TOWNSHIP OF MANORINA,       10011089,2008/02/28
  1622,3057,MANYA,PARISH OF MANYA,       10011093,2008/02/28
  1624,3059,MARDAN,PARISH OF MARDAN,       10011095,2008/02/28
  1627,3061,MARIBYRNONG,PARISH OF MARIBYRNONG,       10011098,2008/02/28
  1631,5503,MARLO (T),TOWNSHIP OF MARLO,       10011102,2008/02/28
  1634,3066,MARMAL,PARISH OF MARMAL,       10011105,2008/02/28
  1637,3068,MARONG,PARISH OF MARONG,       10011108,2008/02/28
  1640,3069,MARRAWEENY,PARISH OF MARRAWEENY,       10011111,2008/02/28
  1644,5508,MARYBOROUGH (T),TOWNSHIP OF MARYBOROUGH,       10011115,2008/02/28
  1648,3073,MATLOCK,PARISH OF MATLOCK,       10011119,2008/02/28
  1651,3075,MATONG NORTH,PARISH OF MATONG NORTH,       10011122,2008/02/28
  1654,3077,MEENIYAN,PARISH OF MEENIYAN,       10011125,2008/02/28
  1658,3080,MEERING,PARISH OF MEERING,       10011129,2008/02/28
  1661,5514,MELBOURNE (CITY OF) (T),TOWNSHIP OF MELBOURNE (CITY OF),       10011132,2008/02/28
  1666,5515,MELTON (T),TOWNSHIP OF MELTON,       10011137,2008/02/28
  1669,3089,MERBEIN,PARISH OF MERBEIN,       10011140,2008/02/28
  1672,5517,MEREDITH (T),TOWNSHIP OF MEREDITH,       10011143,2008/02/28
  1676,3092,MERINO,PARISH OF MERINO,       10011147,2008/02/28
  1679,5521,MERRICKS (T),TOWNSHIP OF MERRICKS,       10011150,2008/02/28
  1724,3122,MIRKOO,PARISH OF MIRKOO,       10011195,2008/02/28
  1727,3125,MITCHELL,PARISH OF MITCHELL,       10011198,2008/02/28
  1730,3127,MITTA MITTA,PARISH OF MITTA MITTA,       10011201,2008/02/28
  1734,3129,MITTYAN,PARISH OF MITTYAN,       10011205,2008/02/28
  1737,3132,MOCAMBORO,PARISH OF MOCAMBORO,       10011208,2008/02/28
  1740,5541,MODEWARRE (T),TOWNSHIP OF MODEWARRE,       10011211,2008/02/28
  1744,3137,MOHICAN,PARISH OF MOHICAN,       10011215,2008/02/28
  1747,3140,MOKEPILLY,PARISH OF MOKEPILLY,       10011218,2008/02/28
  1750,5543,MOLESWORTH (T),TOWNSHIP OF MOLESWORTH,       10011221,2008/02/28
  1754,3145,MOLOGA,PARISH OF MOLOGA,       10011225,2008/02/28
  1757,5546,MONBULK (T),TOWNSHIP OF MONBULK,       10011228,2008/02/28
  1761,3150,MONEGEETTA,PARISH OF MONEGEETTA,       10011232,2008/02/28
  1764,3153,MOOLAP,PARISH OF MOOLAP,       10011235,2008/02/28
  1767,3156,MOOLPAH,PARISH OF MOOLPAH,       10011238,2008/02/28
  1770,3158,MOONDARRA,PARISH OF MOONDARRA,       10011241,2008/02/28
  1774,3162,MOORA,PARISH OF MOORA,       10011245,2008/02/28
  1776,3164,MOORADORANOOK,PARISH OF MOORADORANOOK,       10011247,2008/02/28
  1780,3168,MOORBANOOL,PARISH OF MOORBANOOL,       10011251,2008/02/28
  1784,3171,MOORMBOOL WEST,PARISH OF MOORMBOOL WEST,       10011255,2008/02/28
  1788,3175,MOOROODUC,PARISH OF MOOROODUC,       10011259,2008/02/28
  1791,5549,MOOROOPNA (T),TOWNSHIP OF MOOROOPNA,       10011262,2008/02/28
  1795,3181,MOORWINSTOWE,PARISH OF MOORWINSTOWE,       10011266,2008/02/28
  1799,3185,MORAY,PARISH OF MORAY,       10011270,2008/02/28
  1802,3187,MOREA,PARISH OF MOREA,       10011273,2008/02/28
  1804,3189,MOREKANA,PARISH OF MOREKANA,       10011275,2008/02/28
  1808,3191,MOROCKDONG,PARISH OF MOROCKDONG,       10011279,2008/02/28
  1811,3193,MORRL MORRL,PARISH OF MORRL MORRL,       10011282,2008/02/28
  1815,5553,MORTLAKE (T),TOWNSHIP OF MORTLAKE,       10011286,2008/02/28
  1818,3197,MOSTYN,PARISH OF MOSTYN,       10011289,2008/02/28
  1821,3200,MOUTAJUP,PARISH OF MOUTAJUP,       10011292,2008/02/28
  1825,3204,MOYANGUL,PARISH OF MOYANGUL,       10011296,2008/02/28
  1828,3207,MOYSTON,PARISH OF MOYSTON,       10011299,2008/02/28
  1831,5557,MUCKATAH (T),TOWNSHIP OF MUCKATAH,       10011302,2008/02/28
  1835,3211,MULCRA,PARISH OF MULCRA,       10011306,2008/02/28
  1838,3214,MULLAWYE,PARISH OF MULLAWYE,       10011309,2008/02/28
  1841,3217,MULLUNGDUNG,PARISH OF MULLUNGDUNG,       10011312,2008/02/28
  1844,3219,MUMBEL,PARISH OF MUMBEL,       10011315,2008/02/28
  1847,3221,MUNTHAM,PARISH OF MUNTHAM,       10011318,2008/02/28
  1850,3223,MURCHISON NORTH,PARISH OF MURCHISON NORTH,       10011321,2008/02/28
  1855,3228,MURNDAL,PARISH OF MURNDAL,       10011326,2008/02/28
  1858,3230,MURRABIT,PARISH OF MURRABIT,       10011329,2008/02/28
  1861,3232,MURRAMURRANGBONG,PARISH OF MURRAMURRANGBONG,       10011332,2008/02/28
  1865,3235,MURRINDAL EAST,PARISH OF MURRINDAL EAST,       10011336,2008/02/28
  1869,3239,MURROON,PARISH OF MURROON,       10011340,2008/02/28
  1872,3241,MURTCAIM,PARISH OF MURTCAIM,       10011343,2008/02/28
  1878,3246,MYARING,PARISH OF MYARING,       10011349,2008/02/28
  1881,3248,MYRRHEE,PARISH OF MYRRHEE,       10011352,2008/02/28
  1885,5569,MYSTIC PARK (T),TOWNSHIP OF MYSTIC PARK,       10011356,2008/02/28
  1889,5571,NALINGA (T),TOWNSHIP OF NALINGA,       10011360,2008/02/28
  1892,3254,NANDEMARRIMAN,PARISH OF NANDEMARRIMAN,       10011363,2008/02/28
  1896,3258,NANNEELLA,PARISH OF NANNEELLA,       10011367,2008/02/28
  1899,3260,NAPIER,PARISH OF NAPIER,       10011370,2008/02/28
  1902,3263,NAR-BE-THONG,PARISH OF NAR-BE-THONG,       10011373,2008/02/28
  1906,3265,NAREEB NAREEB,PARISH OF NAREEB NAREEB,       10011377,2008/02/28
  1914,3273,NARRACAN,PARISH OF NARRACAN,       10011385,2008/02/28
  1917,3276,NARRAPORT,PARISH OF NARRAPORT,       10011388,2008/02/28
  1921,3279,NARREE WORRAN,PARISH OF NARREE WORRAN,       10011392,2008/02/28
  1925,3283,NARRUNG,PARISH OF NARRUNG,       10011396,2008/02/28
  1928,3285,NATIMUK,PARISH OF NATIMUK,       10011399,2008/02/28
  1931,5579,NATTE YALLOCK (T),TOWNSHIP OF NATTE YALLOCK,       10011402,2008/02/28
  1935,5581,NAVARRE (T),TOWNSHIP OF NAVARRE,       10011406,2008/02/28
  1939,3292,NEERIM,PARISH OF NEERIM,       10011410,2008/02/28
  1942,3294,NEILBOROUGH,PARISH OF NEILBOROUGH,       10011413,2008/02/28
  1945,5584,NELSON (T),TOWNSHIP OF NELSON,       10011416,2008/02/28
  1949,3299,NERRAN,PARISH OF NERRAN,       10011420,2008/02/28
  1952,5585,NERRINA (T),TOWNSHIP OF NERRINA,       10011423,2008/02/28
  1955,3303,NEUARPUR,PARISH OF NEUARPUR,       10011426,2008/02/28
  1958,5589,NEWBURY (T),TOWNSHIP OF NEWBURY,       10011429,2008/02/28
  1962,5591,NEWLYN NORTH (T),TOWNSHIP OF NEWLYN NORTH,       10011433,2008/02/28
  1970,5597,NI NI (T),TOWNSHIP OF NI NI,       10011441,2008/02/28
  1973,3310,NILLUMBIK,PARISH OF NILLUMBIK,       10011444,2008/02/28
  1976,3313,NINNIE,PARISH OF NINNIE,       10011447,2008/02/28
  1979,3315,NIRRANDA,PARISH OF NIRRANDA,       10011450,2008/02/28
  1982,3317,NOOJEE,PARISH OF NOOJEE,       10011453,2008/02/28
  1985,3319,NOONGA,PARISH OF NOONGA,       10011456,2008/02/28
  1988,3322,NOORONGONG,PARISH OF NOORONGONG,       10011459,2008/02/28
  1992,2796E,NORTH FITZROY:AT (JIKA JIKA),"AT NORTH FITZROY, PARISH OF JIKA JIKA",       10011463,2008/02/28
  1998,5604,NOWA NOWA (T),TOWNSHIP OF NOWA NOWA,       10011469,2008/02/28
  2002,5605,NOWINGI (T),TOWNSHIP OF NOWINGI,       10011473,2008/02/28
  2005,3331,NULKWYNE,PARISH OF NULKWYNE,       10011476,2008/02/28
  2008,3334,NULLAWIL,PARISH OF NULLAWIL,       10011479,2008/02/28
  2012,5607,NUMURKAH (T),TOWNSHIP OF NUMURKAH,       10011483,2008/02/28
  2018,3341,NUNTIN,PARISH OF NUNTIN,       10011489,2008/02/28
  2021,3343,NURNURNEMAL,PARISH OF NURNURNEMAL,       10011492,2008/02/28
  2025,5611,NYAH (T),TOWNSHIP OF NYAH,       10011496,2008/02/28
  2076,5627,PAYNESVILLE (T),TOWNSHIP OF PAYNESVILLE,       10011547,2008/02/28
  2080,3382,PEECHEMBER,PARISH OF PEECHEMBER,       10011551,2008/02/28
  2083,3385,PENGANA,PARISH OF PENGANA,       10011554,2008/02/28
  2086,5630,PERCYDALE (T),TOWNSHIP OF PERCYDALE,       10011557,2008/02/28
  2090,5632,PHEASANT CREEK (T),TOWNSHIP OF PHEASANT CREEK,       10011561,2008/02/28
  2094,5633,PIANGIL (T),TOWNSHIP OF PIANGIL,       10011565,2008/02/28
  2098,5634,PIER-MILLAN (T),TOWNSHIP OF PIER-MILLAN,       10011569,2008/02/28
  2102,3396,PINE LODGE,PARISH OF PINE LODGE,       10011573,2008/02/28
  2109,5639,PIRLTA (T),TOWNSHIP OF PIRLTA,       10011580,2008/02/28
  2112,3402,PIRRON YALOAK,PARISH OF PIRRON YALOAK,       10011583,2008/02/28
  2116,3404,POLIAH SOUTH,PARISH OF POLIAH SOUTH,       10011587,2008/02/28
  2120,3406,POMBORNEIT,PARISH OF POMBORNEIT,       10011591,2008/02/28
  2123,3410,POORNEET,PARISH OF POORNEET,       10011594,2008/02/28
  2126,3412,POOWONG EAST,PARISH OF POOWONG EAST,       10011597,2008/02/28
  2130,5648,PORT CAMPBELL (T),TOWNSHIP OF PORT CAMPBELL,       10011601,2008/02/28
  2135,5647,PORTARLINGTON (T),TOWNSHIP OF PORTARLINGTON,       10011606,2008/02/28
  2139,3415,POWLETT,PARISH OF POWLETT,       10011610,2008/02/28
  2142,5654,PRINCETOWN (T),TOWNSHIP OF PRINCETOWN,       10011613,2008/02/28
  2146,3421,PUEBLA,PARISH OF PUEBLA,       10011617,2008/02/28
  2149,5656,PURA PURA (T),TOWNSHIP OF PURA PURA,       10011620,2008/02/28
  2153,3425,PURGAGOOLAH,PARISH OF PURGAGOOLAH,       10011624,2008/02/28
  2156,3428,PURRUMBETE NORTH,PARISH OF PURRUMBETE NORTH,       10011627,2008/02/28
  2161,3431,PYWHEITJORRK,PARISH OF PYWHEITJORRK,       10011632,2008/02/28
  2164,5660,QUAMBATOOK (T),TOWNSHIP OF QUAMBATOOK,       10011635,2008/02/28
  2168,5661,QUEENSCLIFF (T),TOWNSHIP OF QUEENSCLIFF,       10011639,2008/02/28
  2172,3438,RAAK,PARISH OF RAAK,       10011643,2008/02/28
  2175,3440,RAGLAN WEST,PARISH OF RAGLAN WEST,       10011646,2008/02/28
  2179,5665,RAVENSWOOD (T),TOWNSHIP OF RAVENSWOOD,       10011650,2008/02/28
  2183,3444,RED BLUFF,PARISH OF RED BLUFF,       10011654,2008/02/28
  2186,3443,REDBANK,PARISH OF REDBANK,       10011657,2008/02/28
  2189,5669,REDCASTLE (T),TOWNSHIP OF REDCASTLE,       10011660,2008/02/28
  2193,5672,REEDY CREEK (T),TOWNSHIP OF REEDY CREEK,       10011664,2008/02/28
  2197,3449,RIACHELLA,PARISH OF RIACHELLA,       10011668,2008/02/28
  2200,2796H,RICHMOND:CITY OF (JIKA JIKA),"CITY OF RICHMOND, PARISH OF JIKA JIKA",       10011671,2008/02/28
  2206,5678,ROCHESTER (T),TOWNSHIP OF ROCHESTER,       10011677,2008/02/28
  2210,5679,ROKEBY (T),TOWNSHIP OF ROKEBY,       10011681,2008/02/28
  2213,5682,ROSEBUD (T),TOWNSHIP OF ROSEBUD,       10011684,2008/02/28
  2217,3458,ROSENEATH,PARISH OF ROSENEATH,       10011688,2008/02/28
  2220,5685,ROWSLEY (T),TOWNSHIP OF ROWSLEY,       10011691,2008/02/28
  2224,5686,RUFFY (T),TOWNSHIP OF RUFFY,       10011695,2008/02/28
  2227,3462,RUPANYUP,PARISH OF RUPANYUP,       10011698,2008/02/28
  2230,5690,RUTHERGLEN (T),TOWNSHIP OF RUTHERGLEN,       10011701,2008/02/28
  2234,5695,SALE (T),TOWNSHIP OF SALE,       10011705,2008/02/28
  2237,3470,SALISBURY WEST,PARISH OF SALISBURY WEST,       10011708,2008/02/28
  2241,5697,SANDFORD (T),TOWNSHIP OF SANDFORD,       10011712,2008/02/28
  2245,3475,SARGOOD,PARISH OF SARGOOD,       10011716,2008/02/28
  2248,3477,SCARSDALE,PARISH OF SCARSDALE,       10011719,2008/02/28
  2251,5701,SCOTTS CREEK (T),TOWNSHIP OF SCOTTS CREEK,       10011722,2008/02/28
  2256,5705,SEATON (T),TOWNSHIP OF SEATON,       10011727,2008/02/28
  2259,3480,SEDGWICK,PARISH OF SEDGWICK,       10011730,2008/02/28
  2262,5710,SEVILLE (T),TOWNSHIP OF SEVILLE,       10011733,2008/02/28
  2266,3483,SHELBOURNE,PARISH OF SHELBOURNE,       10011737,2008/02/28
  2269,3485,SHELFORD WEST,PARISH OF SHELFORD WEST,       10011740,2008/02/28
  2273,3488,SHIRLEY,PARISH OF SHIRLEY,       10011744,2008/02/28
  2276,5716,SKENES CREEK (T),TOWNSHIP OF SKENES CREEK,       10011747,2008/02/28
  2280,3490,SMEATON,PARISH OF SMEATON,       10011751,2008/02/28
  2284,5721,SMYTHESDALE (T),TOWNSHIP OF SMYTHESDALE,       10011755,2008/02/28
  2288,3084D,SOUTH MELBOURNE:CITY OF (MELBOURNE SOUTH),"CITY OF SOUTH MELBOURNE, PARISH OF MELBOURNE SOUTH",       10011759,2008/02/28
  2296,3494,SPRINGFIELD,PARISH OF SPRINGFIELD,       10011767,2008/02/28
  2299,5692,ST. ARNAUD (T),TOWNSHIP OF ST. ARNAUD,       10011770,2008/02/28
  2303,3466,ST. JAMES,PARISH OF ST. JAMES,       10011774,2008/02/28
  2306,3467,ST. MARGARET,PARISH OF ST. MARGARET,       10011777,2008/02/28
  2310,5729,STANLEY (T),TOWNSHIP OF STANLEY,       10011781,2008/02/28
  2314,5731,STEIGLITZ (T),TOWNSHIP OF STEIGLITZ,       10011785,2008/02/28
  2318,5734,STONY CREEK (T),TOWNSHIP OF STONY CREEK,       10011789,2008/02/28
  2322,3504,STRATFORD,PARISH OF STRATFORD,       10011793,2008/02/28
  2325,5737,STRATHALLAN (T),TOWNSHIP OF STRATHALLAN,       10011796,2008/02/28
  2329,5740,STRATHFIELDSAYE (T),TOWNSHIP OF STRATHFIELDSAYE,       10011800,2008/02/28
  2334,5742,STUARTMILL (T),TOWNSHIP OF STUARTMILL,       10011805,2008/02/28
  2338,3511,SUNDAY ISLAND,PARISH OF SUNDAY ISLAND,       10011809,2008/02/28
  2342,3514,SUTTON GRANGE,PARISH OF SUTTON GRANGE,       10011813,2008/02/28
  2345,5749,SWAN REACH (T),TOWNSHIP OF SWAN REACH,       10011816,2008/02/28
  2349,3516,SWITZERLAND,PARISH OF SWITZERLAND,       10011820,2008/02/28
  2392,3547,TARCOMBE,PARISH OF TARCOMBE,       10011863,2008/02/28
  2395,5764,TARKEDIA (T),TOWNSHIP OF TARKEDIA,       10011866,2008/02/28
  2399,5765,TARNAGULLA (T),TOWNSHIP OF TARNAGULLA,       10011870,2008/02/28
  2403,3554,TARRANGINNIE,PARISH OF TARRANGINNIE,       10011874,2008/02/28
  2407,5767,TARRAVILLE (T),TOWNSHIP OF TARRAVILLE,       10011878,2008/02/28
  2411,3561,TARRAYOUKYAN,PARISH OF TARRAYOUKYAN,       10011882,2008/02/28
  2414,3563,TARWIN,PARISH OF TARWIN,       10011885,2008/02/28
  2417,3564,TARWIN SOUTH,PARISH OF TARWIN SOUTH,       10011888,2008/02/28
  2421,5772,TATONGA (T),TOWNSHIP OF TATONGA,       10011892,2008/02/28
  2425,3569,TCHIRREE,PARISH OF TCHIRREE,       10011896,2008/02/28
  2428,5774,TEESDALE (T),TOWNSHIP OF TEESDALE,       10011899,2008/02/28
  2432,5775,TELOPEA DOWNS (T),TOWNSHIP OF TELOPEA DOWNS,       10011903,2008/02/28
